MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9709	2018-01-08	.003969	.003969	-.003902	-.004233	.003667	.003266
P9710	2018-01-08	.003969	.003969	-.003834	-.004070	.003405	.003260
P9705	2018-01-05	.000969	.000969	-.002162	-.003713	-.002423	-.004164
P9706	2018-01-05	.001969	.001969	.000950	.000083	.004162	.003157
P9707	2018-01-05	-.003031	-.003031	.007590	.007945	-.001691	-.001091
P9709	2018-01-05	.001969	.001969	.000191	-.000770	.003959	.002815
P9710	2018-01-05	.001969	.000969	.000482	-.000476	.004255	.003212
P9705	2018-01-04	-.001031	-.001031	.000331	.000320	-.003618	-.003597
P9706	2018-01-04	.003969	.003969	-.004165	-.004375	-.002687	-.001643
P9707	2018-01-04	.002969	.002969	-.005527	-.006155	-.012000	-.011456
P9709	2018-01-04	.003969	.003969	-.004030	-.004035	-.002480	-.001416
P9710	2018-01-04	.003969	.003969	-.003878	-.003937	-.002656	-.001668
P9705	2018-01-03	.011969	.011969	-.003643	-.004462	.002786	.003696
P9706	2018-01-03	.005969	.005969	.001700	.000496	-.005840	-.006001
P9707	2018-01-03	.004969	.004969	.001853	.001782	-.001665	-.001647
P9709	2018-01-03	.005969	.005969	.001929	.000744	-.005752	-.005823
P9710	2018-01-03	.005969	.005969	.001914	.000690	-.005614	-.005744
P9705	2018-01-02	.007969	.006969	-.002840	-.002148	-.002552	-.003270
P9706	2018-01-02	.013969	.012969	-.002841	-.003988	.005271	.003267
P9707	2018-01-02	.005969	.006969	.002446	.002317	-.001757	-.002119
P9709	2018-01-02	.012969	.011969	-.003417	-.004311	.004766	.003026
P9710	2018-01-02	.012969	.011969	-.003212	-.004156	.004817	.003046
P9705	2017-12-29	.007969	.007969	.005205	.005101	-.003757	-.003570
P9706	2017-12-29	.004969	.004969	.003423	.003645	.001036	.001138
P9707	2017-12-29	.003969	.003969	.001992	.002439	-.000436	-.000967
P9709	2017-12-29	.004969	.004969	.003969	.004077	.000830	.000720
P9710	2017-12-29	.004969	.004969	.003890	.004042	.000771	.000685
P9705	2017-12-28	.000969	.000969	.002187	.001803	.004962	.005671
P9706	2017-12-28	.005969	.005969	-.004855	-.005128	-.004268	-.004553
P9707	2017-12-28	.004969	.004969	.000171	.000432	-.002859	-.002886
P9709	2017-12-28	.005969	.005969	-.004718	-.004934	-.003040	-.003117
P9710	2017-12-28	.005969	.005969	-.004612	-.004815	-.003109	-.003134
P9705	2017-12-27	-.007031	-.008031	.003301	.002922	.004343	.003059
P9706	2017-12-27	-.010031	-.009031	.006966	.006230	.003675	.002901
P9707	2017-12-27	-.002031	-.002031	-.002287	-.002979	.000344	.000850
P9709	2017-12-27	-.010031	-.009031	.006396	.005694	.003537	.002708
P9710	2017-12-27	-.010031	-.009031	.006252	.005529	.003670	.002820
P9705	2017-12-26	.004969	.008969	.008668	.009094	.003256	.001824
P9706	2017-12-26	.005969	.006969	.000899	.001954	.005733	.007011
P9707	2017-12-26	.003969	.004969	-.001381	-.001579	-.005226	-.004995
P9709	2017-12-26	.005969	.007969	.001400	.002584	.005779	.006492
P9710	2017-12-26	.005969	.006969	.001415	.002593	.005532	.006395
P9705	2017-12-25	-.014031	-.014031	-.006296	-.004858	.000443	.001356
P9706	2017-12-25	-.004031	-.004031	-.008858	-.007853	.005329	.005655
P9707	2017-12-25	-.005031	-.005031	-.001962	-.001798	.004412	.004876
P9709	2017-12-25	-.005031	-.005031	-.009208	-.008390	.005909	.006397
P9710	2017-12-25	-.005031	-.005031	-.009065	-.008223	.005747	.006202
P9705	2017-12-22	-.005031	-.005031	-.000668	-.000890	.007555	.005982
P9706	2017-12-22	-.001031	-.001031	-.000534	.000579	.002086	.003729
P9707	2017-12-22	-.000031	-.000031	.002035	.002292	.004636	.004895
P9709	2017-12-22	-.001031	-.001031	-.000705	.000211	.002936	.004461
P9710	2017-12-22	-.001031	-.001031	-.000617	.000266	.002964	.004404
P9705	2017-12-21	.003969	.005969	-.002171	-.001998	.002079	.002741
P9706	2017-12-21	.004969	.004969	-.006766	-.006605	-.000260	.000105
P9707	2017-12-21	.006969	.005969	-.002666	-.001533	.014643	.013984
P9709	2017-12-21	.004969	.004969	-.006121	-.005830	-.000312	.000075
P9710	2017-12-21	.004969	.004969	-.006064	-.005757	-.000093	.000199
P9705	2017-12-20	-.011031	-.011031	-.004926	-.004598	-.000118	.001198
P9706	2017-12-20	-.003031	-.003031	-.007663	-.007062	-.000304	-.000304
P9707	2017-12-20	-.004031	-.004031	.000404	.000621	.002533	.003126
P9709	2017-12-20	-.003031	-.004031	-.008027	-.007500	.000238	.000628
P9710	2017-12-20	-.003031	-.004031	-.007939	-.007419	.000133	.000546
P9705	2017-12-19	.008969	.009969	.000801	.000728	.000215	.000804
P9706	2017-12-19	.010969	.009969	-.004648	-.004358	.003038	.003819
P9707	2017-12-19	.006969	.007969	.000061	.000691	.000530	.001054
P9709	2017-12-19	.010969	.009969	-.003579	-.003031	.002454	.002866
P9710	2017-12-19	.010969	.009969	-.003520	-.002959	.002474	.002889
P9705	2017-12-18	-.007031	-.011031	-.008206	-.009945	.001966	.002386
P9706	2017-12-18	-.000031	-.001031	-.005101	-.004323	.004084	.003536
P9707	2017-12-18	-.000031	-.000031	.003752	.003507	.001696	.000959
P9709	2017-12-18	-.000031	-.001031	-.006490	-.006098	.004795	.004466
P9710	2017-12-18	-.000031	-.001031	-.006171	-.005821	.004693	.004369
P9705	2017-12-15	-.004031	-.004031	.005419	.005966	-.002089	-.002621
P9706	2017-12-15	-.008031	-.008031	.007604	.006548	-.001891	-.002841
P9707	2017-12-15	-.012031	-.011031	.004050	.003241	-.008175	-.007395
P9709	2017-12-15	-.008031	-.007031	.007397	.006597	-.002688	-.003535
P9710	2017-12-15	-.008031	-.007031	.007295	.006538	-.002824	-.003599
P9705	2017-12-14	-.002031	-.002031	.004087	.004825	-.001072	-.001528
P9706	2017-12-14	-.003031	-.003031	.006602	.006401	-.001158	-.001054
P9707	2017-12-14	-.000031	-.000031	-.003352	-.003232	-.002086	-.002583
P9709	2017-12-14	-.003031	-.003031	.006232	.006035	-.001073	-.000807
P9710	2017-12-14	-.003031	-.003031	.006136	.005914	-.000975	-.000789
P9705	2017-12-13	.006969	.007969	.002659	.005117	.000139	.001403
P9706	2017-12-13	.007969	.007969	-.001870	-.001391	-.003462	-.003160
P9707	2017-12-13	.005969	.004969	-.001000	-.000711	.004143	.004284
P9709	2017-12-13	.007969	.007969	-.001650	-.001044	-.002763	-.002236
P9710	2017-12-13	.007969	.007969	-.001757	-.001144	-.002776	-.002375
P9705	2017-12-12	-.012031	-.013031	-.004429	-.004634	-.002750	-.003187
P9706	2017-12-12	-.012031	-.012031	.000505	-.000025	-.004126	-.004879
P9707	2017-12-12	-.004031	-.004031	-.005327	-.005286	-.003462	-.002812
P9709	2017-12-12	-.012031	-.012031	-.000108	-.000747	-.004146	-.004477
P9710	2017-12-12	-.012031	-.012031	-.000195	-.000856	-.003852	-.004180
P9705	2017-12-11	.013969	.014969	.000699	.001282	-.001223	.000617
P9706	2017-12-11	.011969	.011969	-.005642	-.005259	-.006694	-.006157
P9707	2017-12-11	.011969	.011969	-.004665	-.004363	.006932	.006963
P9709	2017-12-11	.011969	.011969	-.004152	-.003442	-.007691	-.007156
P9710	2017-12-11	.011969	.011969	-.004078	-.003422	-.007317	-.006981
P9705	2017-12-08	.011969	.014969	.003148	.003288	-.003088	-.002201
P9706	2017-12-08	.005969	.006969	.003640	.003843	-.004956	-.004150
P9707	2017-12-08	.012969	.012969	.005206	.005601	.012380	.011276
P9709	2017-12-08	.006969	.007969	.003692	.004053	-.006043	-.005064
P9710	2017-12-08	.006969	.007969	.003767	.004075	-.005545	-.004662
P9705	2017-12-07	-.001031	-.001031	.001061	.001110	-.000912	-.001387
P9706	2017-12-07	-.008031	-.008031	.007769	.007656	-.001744	-.001172
P9707	2017-12-07	-.006031	-.005031	.002699	.002333	-.001459	-.001910
P9709	2017-12-07	-.008031	-.007031	.007778	.007603	-.001948	-.001531
P9710	2017-12-07	-.008031	-.007031	.007689	.007517	-.001881	-.001499
P9705	2017-12-06	.016969	.016969	.000198	.000728	-.005784	-.006136
P9706	2017-12-06	-.003031	-.001031	.009264	.008388	-.005902	-.005394
P9707	2017-12-06	-.002031	-.001031	-.002120	-.002686	-.000407	-.000628
P9709	2017-12-06	-.001031	-.000031	.009962	.009205	-.007465	-.007460
P9710	2017-12-06	-.001031	-.000031	.009765	.009078	-.007190	-.007153
P9705	2017-12-05	-.027031	-.027031	-.009656	-.008770	.009330	.007844
P9706	2017-12-05	-.002031	-.005031	-.024694	-.023080	.013040	.012524
P9707	2017-12-05	-.013031	-.015031	-.009984	-.008634	.009495	.008901
P9709	2017-12-05	-.004031	-.007031	-.024363	-.022768	.013917	.013715
P9710	2017-12-05	-.004031	-.007031	-.023944	-.022478	.014002	.013508
P9705	2017-12-04	-.014031	-.019031	-.013342	-.015565	-.001935	-.000050
P9706	2017-12-04	-.000031	-.002031	-.012711	-.013144	-.001229	-.002383
P9707	2017-12-04	.004969	.003969	-.011140	-.010662	.003331	.003120
P9709	2017-12-04	-.001031	-.004031	-.014219	-.014909	-.000367	-.000921
P9710	2017-12-04	-.000031	-.004031	-.014279	-.014976	-.000311	-.000844
P9705	2017-12-01	.017969	.017969	-.002466	-.001817	-.000707	-.001574
P9706	2017-12-01	-.000031	.000969	.006099	.005069	-.006154	-.006121
P9707	2017-12-01	.012969	.011969	-.003181	-.003929	.003409	.000734
P9709	2017-12-01	.000969	.001969	.006951	.006048	-.007489	-.007828
P9710	2017-12-01	.000969	.001969	.006690	.005833	-.007164	-.007547
P9705	2017-11-30	-.006031	-.004031	.006619	.005851	-.002108	-.000261
P9706	2017-11-30	-.008031	-.008031	.005374	.005839	.000347	.001288
P9707	2017-11-30	-.019031	-.018031	-.012755	-.010292	-.032892	-.027410
P9709	2017-11-30	-.008031	-.007031	.004936	.005266	.000897	.001961
P9710	2017-11-30	-.008031	-.008031	.004459	.004962	.000145	.001373
P9705	2017-11-29	-.005031	-.006031	-.002308	-.003527	-.002934	-.005043
P9706	2017-11-29	.001969	.001969	.003851	.002421	.008481	.006853
P9707	2017-11-29	.007969	.007969	-.004431	-.003480	.005574	.004353
P9709	2017-11-29	.001969	.000969	.002328	.000771	.008356	.006943
P9710	2017-11-29	.001969	.000969	.002283	.000721	.008417	.007090
P9705	2017-11-28	.018969	.020969	-.000230	-.000223	-.002684	-.003897
P9706	2017-11-28	.003969	.004969	.006377	.005269	-.008726	-.008510
P9707	2017-11-28	.012969	.012969	-.004056	-.002597	.008439	.007423
P9709	2017-11-28	.004969	.005969	.007220	.006199	-.009330	-.009408
P9710	2017-11-28	.004969	.005969	.007025	.006091	-.009056	-.009053
P9705	2017-11-27	-.015031	-.018031	-.003138	-.003628	.008368	.007806
P9706	2017-11-27	-.011031	-.012031	.003802	.003062	.005437	.005259
P9707	2017-11-27	-.027031	-.026031	.008794	.006263	-.016707	-.014625
P9709	2017-11-27	-.012031	-.012031	.002902	.002164	.005248	.005249
P9710	2017-11-27	-.012031	-.013031	.002925	.002172	.004809	.004963
P9705	2017-11-24	-.004031	-.008031	.002064	.003043	.002134	.001002
P9706	2017-11-24	.000969	.000969	.001739	.001232	-.000109	-.000770
P9707	2017-11-24	-.009031	-.008031	.008650	.008445	-.010703	-.008804
P9709	2017-11-24	-.000031	-.000031	.001268	.000692	.000498	.000023
P9710	2017-11-24	-.000031	-.000031	.001404	.000808	.000092	-.000361
P9705	2017-11-23	-.030031	-.032031	.007206	.007124	.003168	.001051
P9706	2017-11-23	-.024031	-.025031	.006426	.006077	.005500	.003246
P9707	2017-11-23	-.022031	-.021031	.010405	.010088	-.000639	.000775
P9709	2017-11-23	-.025031	-.025031	.005890	.005364	.006034	.004082
P9710	2017-11-23	-.025031	-.025031	.005860	.005251	.005857	.003847
P9705	2017-11-22	-.000031	.000969	.002642	.003321	-.004199	-.007674
P9706	2017-11-22	.005969	.004969	-.004689	-.004017	.011643	.009650
P9707	2017-11-22	-.005031	-.004031	.006067	.006576	.005396	.006343
P9709	2017-11-22	.004969	.003969	-.003917	-.003106	.010444	.008057
P9710	2017-11-22	.004969	.003969	-.003760	-.002995	.010449	.008175
P9705	2017-11-21	-.004031	-.005031	-.001107	-.001094	-.003403	-.003285
P9706	2017-11-21	.007969	.007969	-.009360	-.008509	.000427	.001398
P9707	2017-11-21	.011969	.010969	-.010925	-.009381	.003194	.002552
P9709	2017-11-21	.007969	.006969	-.009682	-.008737	.000846	.002111
P9710	2017-11-21	.007969	.006969	-.009725	-.008780	.000883	.002124
P9705	2017-11-20	.010969	.012969	-.008113	-.007291	-.005464	-.004859
P9706	2017-11-20	.005969	.004969	-.007556	-.008448	.004174	.002639
P9707	2017-11-20	-.005031	-.005031	-.001768	-.002652	-.000673	.000294
P9709	2017-11-20	.005969	.005969	-.006098	-.006683	.002249	.000378
P9710	2017-11-20	.005969	.005969	-.006248	-.006714	.001830	.000251
P9705	2017-11-17	-.038031	-.040031	-.022374	-.024627	.001198	.001995
P9706	2017-11-17	-.005031	-.009031	-.030213	-.029291	.020452	.018323
P9707	2017-11-17	-.022031	-.022031	.003066	.003102	.007505	.009042
P9709	2017-11-17	-.007031	-.011031	-.031355	-.030774	.021256	.019321
P9710	2017-11-17	-.007031	-.012031	-.030582	-.030118	.020998	.019048
P9705	2017-11-16	-.001031	-.002031	-.005786	-.008062	.000176	.002315
P9706	2017-11-16	.001969	.000969	-.006652	-.006116	-.005531	-.005686
P9707	2017-11-16	.000969	.000969	-.001366	-.000005	.006570	.006851
P9709	2017-11-16	.001969	.000969	-.006575	-.006287	-.004977	-.004883
P9710	2017-11-16	.001969	.000969	-.006337	-.006046	-.004716	-.004707
P9705	2017-11-15	-.013031	-.014031	.004563	.004254	.002102	.002532
P9706	2017-11-15	-.008031	-.008031	.001331	.000852	.001241	.000955
P9707	2017-11-15	-.003031	-.003031	.000547	-.000696	.004281	.003128
P9709	2017-11-15	-.008031	-.009031	.000782	.000202	.002101	.002180
P9710	2017-11-15	-.008031	-.009031	.000691	.000073	.002029	.002037
P9705	2017-11-14	-.009031	-.010031	-.004776	-.005151	.004458	.003445
P9706	2017-11-14	-.006031	-.006031	-.001211	-.001747	.003630	.001973
P9707	2017-11-14	-.015031	-.013031	.009712	.008268	-.001283	-.000149
P9709	2017-11-14	-.006031	-.007031	-.001960	-.002827	.004248	.002841
P9710	2017-11-14	-.006031	-.007031	-.001653	-.002616	.004207	.002828
P9705	2017-11-13	.002969	.006969	.000086	.001374	-.005266	-.003279
P9706	2017-11-13	.003969	.003969	-.006300	-.005260	.004695	.004581
P9707	2017-11-13	.003969	.003969	-.007908	-.007176	.006599	.006279
P9709	2017-11-13	.003969	.003969	-.005786	-.004640	.003903	.003766
P9710	2017-11-13	.003969	.003969	-.005891	-.004664	.003868	.003756
P9705	2017-11-10	.005969	.007969	-.002546	-.003725	-.000965	.001006
P9706	2017-11-10	.001969	.001969	-.006026	-.006204	-.008729	-.008320
P9707	2017-11-10	.003969	.003969	-.001689	-.001757	.002696	.003001
P9709	2017-11-10	.001969	.002969	-.005779	-.005758	-.008591	-.008222
P9710	2017-11-10	.001969	.002969	-.005673	-.005586	-.008387	-.007875
P9705	2017-11-09	.007969	.008969	-.000792	-.002300	-.005275	-.003742
P9706	2017-11-09	.003969	.004969	-.000315	-.000662	-.002533	-.002818
P9707	2017-11-09	.003969	.003969	-.002005	-.002011	.000577	-.000117
P9709	2017-11-09	.004969	.004969	-.000087	-.000523	-.002885	-.003101
P9710	2017-11-09	.004969	.004969	.000042	-.000341	-.002882	-.003036
P9705	2017-11-08	.003969	.002969	-.001001	-.001464	-.001490	-.001163
P9706	2017-11-08	-.000031	-.000031	.005499	.004476	.000409	-.000325
P9707	2017-11-08	.004969	.004969	.002368	.002809	.001652	.002624
P9709	2017-11-08	-.000031	.000969	.004878	.003823	-.000044	-.000706
P9710	2017-11-08	-.000031	.000969	.004739	.003777	-.000074	-.000530
P9705	2017-11-07	.005969	.006969	-.005536	-.006542	-.003290	-.005498
P9706	2017-11-07	.007969	.007969	-.002325	-.002265	.003712	.003410
P9707	2017-11-07	.002969	.003969	.006916	.005741	-.005530	-.005306
P9709	2017-11-07	.007969	.007969	-.002490	-.002586	.003255	.002645
P9710	2017-11-07	.007969	.007969	-.002340	-.002485	.003129	.002685
P9705	2017-11-06	.011969	.013969	.004525	.006018	.000448	.000193
P9706	2017-11-06	.004969	.005969	.000144	-.000059	-.008563	-.007884
P9707	2017-11-06	.019969	.017969	-.013946	-.012924	.016195	.013948
P9709	2017-11-06	.005969	.006969	.001676	.001684	-.008475	-.008019
P9710	2017-11-06	.005969	.006969	.001283	.001382	-.008116	-.007758
P9705	2017-11-03	-.006031	-.005031	.005933	.006453	-.006287	-.007326
P9706	2017-11-03	-.004031	-.005031	-.006425	-.005774	-.002465	-.002497
P9707	2017-11-03	-.001031	-.002031	-.005235	-.004223	.007332	.007490
P9709	2017-11-03	-.004031	-.005031	-.005408	-.004573	-.002824	-.003008
P9710	2017-11-03	-.004031	-.005031	-.005361	-.004571	-.002567	-.002784
P9705	2017-11-02	-.013031	-.011031	-.001497	-.001028	.001719	.003139
P9706	2017-11-02	-.004031	-.004031	-.009734	-.008412	.001495	.002353
P9707	2017-11-02	-.013031	-.013031	.003211	.002028	-.002308	-.002387
P9709	2017-11-02	-.004031	-.005031	-.009217	-.007816	.001763	.002745
P9710	2017-11-02	-.004031	-.005031	-.009180	-.007795	.001591	.002491
P9705	2017-11-01	.003969	.006969	.002967	.004297	.001492	.000126
P9706	2017-11-01	-.001031	-.000031	-.000580	.000628	.000529	.000725
P9707	2017-11-01	-.005031	-.004031	.013431	.013748	.006057	.007099
P9709	2017-11-01	-.000031	.000969	.000236	.001517	.000192	-.000091
P9710	2017-11-01	-.001031	-.000031	.000556	.001774	.000396	.000138
P9705	2017-10-31	.008969	.010969	.001749	.001388	.003092	.002915
P9706	2017-10-31	-.000031	.001969	.006159	.005710	-.006359	-.006325
P9707	2017-10-31	.007969	.007969	-.000080	.001320	.001586	.001139
P9709	2017-10-31	.000969	.002969	.005987	.005315	-.005830	-.005521
P9710	2017-10-31	.000969	.002969	.006031	.005324	-.005494	-.005314
P9705	2017-10-30	-.028031	-.027031	-.007126	-.008548	-.003938	-.002529
P9706	2017-10-30	-.006031	-.009031	-.021573	-.020027	.007930	.006509
P9707	2017-10-30	-.009031	-.009031	-.012392	-.011509	.009653	.009161
P9709	2017-10-30	-.008031	-.010031	-.022322	-.020914	.008335	.007407
P9710	2017-10-30	-.008031	-.010031	-.022316	-.020886	.008210	.007336
P9705	2017-10-27	-.008031	-.007031	.000390	.000463	-.000238	.001553
P9706	2017-10-27	.002969	.001969	-.010256	-.008394	-.000037	.001053
P9707	2017-10-27	.002969	.001969	-.011572	-.010990	.003836	.002857
P9709	2017-10-27	.002969	.001969	-.010405	-.008539	.000925	.002164
P9710	2017-10-27	.002969	.001969	-.010405	-.008486	.000818	.001967
P9705	2017-10-26	.001969	.001969	.002389	.002446	.002444	.001721
P9706	2017-10-26	.001969	.001969	-.000588	-.000322	-.006178	-.005899
P9707	2017-10-26	.006969	.006969	-.004729	-.003921	.000363	.000201
P9709	2017-10-26	.001969	.001969	-.000156	.000110	-.005442	-.004956
P9710	2017-10-26	.001969	.002969	-.000217	.000128	-.005505	-.004874
P9705	2017-10-25	.008969	.009969	.002834	.003249	.000070	.001238
P9706	2017-10-25	.002969	.003969	.002029	.002901	-.002457	-.001361
P9707	2017-10-25	.012969	.011969	-.007237	-.006500	.009177	.008137
P9709	2017-10-25	.002969	.003969	.002656	.003581	-.003094	-.002186
P9710	2017-10-25	.002969	.004969	.002426	.003353	-.002889	-.001965
P9705	2017-10-24	-.005031	-.006031	-.008373	-.008766	-.000472	-.000786
P9706	2017-10-24	.002969	.001969	-.007661	-.007625	.005532	.004730
P9707	2017-10-24	-.003031	-.003031	-.004343	-.004763	-.001577	-.001301
P9709	2017-10-24	.002969	.001969	-.008454	-.008553	.005148	.004525
P9710	2017-10-24	.001969	.001969	-.008423	-.008545	.005003	.004379
P9705	2017-10-23	.008969	.009969	.002505	.004577	-.001163	.000719
P9706	2017-10-23	.000969	.001969	.004277	.003944	-.001393	-.002109
P9707	2017-10-23	.004969	.004969	-.001621	-.000876	.009733	.008342
P9709	2017-10-23	.001969	.002969	.004580	.004476	-.002616	-.003166
P9710	2017-10-23	.001969	.002969	.004357	.004317	-.002546	-.003113
P9705	2017-10-20	.010969	.011969	.002431	.001633	-.002051	-.004086
P9706	2017-10-20	.001969	.002969	.011833	.010592	-.003989	-.003602
P9707	2017-10-20	.010969	.010969	.002293	.002538	-.002931	-.001814
P9709	2017-10-20	.001969	.003969	.011249	.009836	-.004019	-.003726
P9710	2017-10-20	.001969	.003969	.011310	.009892	-.003852	-.003586
P9705	2017-10-19	-.004031	-.003031	-.001585	-.000783	-.002715	-.000860
P9706	2017-10-19	-.004031	-.005031	-.010325	-.009402	.000645	.001467
P9707	2017-10-19	-.010031	-.010031	-.004140	-.004467	-.010135	-.008832
P9709	2017-10-19	-.004031	-.005031	-.009103	-.007747	.000218	.000767
P9710	2017-10-19	-.004031	-.005031	-.008954	-.007651	.000330	.000716
P9705	2017-10-18	-.009031	-.009031	-.008117	-.008364	-.001704	.002440
P9706	2017-10-18	.003969	.001969	-.014666	-.013866	.002953	.003362
P9707	2017-10-18	-.000031	-.001031	-.005022	-.005588	.005115	.004368
P9709	2017-10-18	.002969	.000969	-.014851	-.014179	.003766	.004548
P9710	2017-10-18	.002969	.000969	-.014500	-.013947	.004001	.004457
P9705	2017-10-17	-.001031	-.000031	.003896	.004234	-.001773	.000432
P9706	2017-10-17	-.002031	-.001031	.001297	.001293	-.000829	-.000093
P9707	2017-10-17	-.001031	-.001031	-.000152	.000519	.002196	.001062
P9709	2017-10-17	-.002031	-.001031	.001349	.001421	-.000833	.000011
P9710	2017-10-17	-.002031	-.001031	.001228	.001377	-.000843	-.000017
P9705	2017-10-16	-.029031	-.030031	-.009675	-.008744	.000406	.002182
P9706	2017-10-16	-.003031	-.005031	-.017075	-.015326	.005232	.006132
P9707	2017-10-16	-.006031	-.007031	-.004388	-.003961	-.001123	-.001091
P9709	2017-10-16	-.005031	-.007031	-.019183	-.017580	.006951	.008582
P9710	2017-10-16	-.005031	-.007031	-.018841	-.017300	.006718	.008278
P9705	2017-10-13	.009969	.009969	-.007626	-.007613	.002974	.003618
